Ano,Continente,País,Setor,Consumo_Energia_Renovável (MWh),Consumo_Energia_Fóssil (MWh),Emissões_CO2 (toneladas),PIB (milhões de USD),População (milhões)
2012,África,Rússia,Transporte,8631.40400398422,13558.485160741719,124866.45073441198,6278984.746849447,14.108318505160582
2000,Oceania,Austrália,Transporte,6543.674860772764,21121.728489746878,75430.13414262212,1549148.3355517369,48.894338355820025
2007,África,Estados Unidos,Comercial,5031.198943084188,11428.332087827897,81425.36222624987,4955631.316714878,125.6130550798336
2001,África,Estados Unidos,Indústria,8072.012548759796,15011.335822770503,83512.49401221704,5062787.442342417,22.887997857016117
2006,Europa,China,Comercial,5457.152800506371,12986.30592091123,54742.17954096339,3905163.675305199,119.29938180360332
2002,América do Norte,Brasil,Residencial,6413.581379799094,9943.954951342494,15629.805929011753,4119646.963229433,75.0818425893293
2018,Oceania,Rússia,Residencial,2649.156338529836,11946.239390614719,155142.24695286478,8768605.108072698,121.6111061261634
2022,Ásia,Estados Unidos,Transporte,4076.7312905583453,15683.298386511404,21962.223214622296,8764115.495724851,95.12072246240955
2012,África,Austrália,Residencial,6371.675342693709,22941.015627260535,82446.10367636321,4872062.312868974,85.70888441737763
2022,América do Norte,Estados Unidos,Transporte,4358.221905266471,17953.687007936904,132750.27718609496,6219401.123962661,105.97186985903754
2002,América do Sul,China,Transporte,3981.338132151988,15918.225209188617,47685.84344133821,5357227.94606478,120.96350606634186
2010,África,China,Transporte,4093.801803301777,-1861.4227515061793,51216.295743248345,6740433.530330962,145.40912073523185
2004,América do Norte,Austrália,Comercial,7929.56839908414,14775.540397372584,187702.57570097182,3932433.3845362985,100.77597835177501
2022,Europa,Austrália,Indústria,5001.836880700772,10382.293189088012,159238.53287887233,2423969.9993840926,139.25699559626682
2018,América do Norte,Austrália,Transporte,4648.424711122835,2808.711351527324,92944.4912523568,5666591.830687057,61.540327578692676
2008,África,Estados Unidos,Transporte,4313.746367721902,14404.355492966402,193446.16808816826,4347243.502332968,161.7819041384131
2013,América do Norte,Estados Unidos,Residencial,5829.907859737683,-2473.516686791698,118075.86650705512,5307571.982428228,58.31290209291098
2022,Europa,China,Transporte,3104.4430970074964,9776.854583049324,114982.2937119732,4737305.578355288,187.70622159341903
2002,Europa,Brasil,Indústria,8188.673746132263,6483.524819714104,174273.38518918978,6928158.587637626,97.04268223384629
2017,Ásia,Austrália,Transporte,8791.296449387102,10709.051675551902,75863.8185053746,5164881.490456779,55.12485271071564
2021,África,Estados Unidos,Indústria,4283.7253788310845,-496.49997207672277,94918.79666901338,4827333.452834012,135.34188951807897
2010,Oceania,Austrália,Comercial,4878.92114139559,12866.236671119594,23338.357374399726,6106362.263402475,81.78942313102097
2001,Europa,Estados Unidos,Transporte,4918.070657081057,9043.01274753393,112933.21851464224,4590655.827276446,141.74734886667568
2016,África,China,Indústria,2900.0434374345755,-263.7861422349306,24159.368349445533,7897100.596181681,34.902480444723906
2002,Europa,Austrália,Indústria,4762.8868057304435,4431.01434751974,66740.73949897202,5260002.01396041,91.53297358939312
2009,África,Austrália,Comercial,6266.177891677774,10494.474683779805,179826.5363659209,7567208.312004488,43.83732093700941
2012,Ásia,Rússia,Residencial,3736.660946141723,8140.361962249473,75230.1795662654,1974938.4523830856,125.46268100758942
2005,Ásia,Rússia,Indústria,5701.260135777001,5060.574659043892,84049.48209351995,6384441.323896608,130.67922166516584
2018,América do Sul,China,Transporte,5565.853946451457,8268.451558296521,54516.63503143328,8216140.678785484,156.2927259948108
2001,América do Norte,Austrália,Transporte,5454.009394869176,11719.397966762794,67747.43017112793,6374967.113296806,87.33029736770115
2003,América do Sul,Estados Unidos,Comercial,6734.986078668194,11666.13986796188,54297.88707042304,5624036.556322308,77.20267183118797
2001,Europa,Austrália,Residencial,2536.5470458779228,16259.434598068066,23176.053433701032,5499296.954074603,155.1356127016187
2015,Europa,Índia,Indústria,4000.6309401067438,15016.936049805488,119282.54012710507,5495898.662096249,44.52912018191911
2022,América do Sul,Índia,Indústria,4803.9482324246355,3642.696202165688,86121.55971580038,3803940.3766943645,75.67901397908268
2020,África,Rússia,Transporte,1311.9822953086618,7171.590505225188,87581.18553858512,3860165.9393797074,120.22401167273662
2017,Ásia,Brasil,Comercial,4940.545396010413,13299.468772237342,173398.00056048535,3692293.754008006,117.36940170536957
2001,América do Sul,Índia,Transporte,2964.978415728706,11270.907887183941,24121.070626662113,3697648.1128025893,-10.458073071766378
2007,Europa,China,Comercial,2685.2448311432054,5854.133302456906,119578.7744113205,5773786.362268386,99.53182532012362
2000,Ásia,Brasil,Comercial,7268.982388440658,3131.909177258407,105600.35286726627,4370527.096684915,53.126605032691636
2019,América do Sul,Brasil,Transporte,5882.6327698467585,14801.379652170725,43546.792642919754,2215500.4579374576,75.26679703865922
2022,Ásia,China,Transporte,5093.708498531688,16000.666207481856,158648.57395095652,3380578.2773922784,233.79820762923953
2000,África,Índia,Indústria,7087.482650213472,17990.411609811876,73802.58524801128,5705631.030264819,118.17640332590096
2006,América do Sul,Brasil,Residencial,6498.238085403697,10266.874330172282,72049.33000052,8324369.042190734,63.91797208789202
2021,América do Sul,China,Indústria,7144.1962343635905,9490.092341411848,152336.93874937703,1883929.1484766626,93.27115601284173
2014,Europa,Índia,Transporte,6440.942359286069,12641.02043071907,131336.00955024952,3668058.469994406,120.11067869850118
2021,América do Norte,Rússia,Indústria,5122.485243404201,7054.173490054638,190824.0707465696,7249460.839511014,87.00763078539319
2020,América do Sul,Estados Unidos,Transporte,6545.61119050954,5275.077832266223,103160.88291558785,8698952.024439616,99.84300713186963
2010,África,Estados Unidos,Indústria,4092.9695761551775,3412.2141026563413,146816.0639313632,5717075.180461179,132.26255589568268
2011,Ásia,Rússia,Comercial,5917.880111609029,7083.788860536658,60329.55087914907,3534899.652648771,137.17147425305268
2009,Oceania,Brasil,Transporte,5350.116214179494,11019.71204929588,150712.86466156764,3742065.81576616,139.72555531219137
2022,Ásia,Rússia,Residencial,3641.8019774317445,12748.220343185292,148686.44657475382,2682114.709027785,-11.16641689306212
2011,Oceania,China,Comercial,6147.3149087481,13430.252465082393,50280.03226130111,6252652.414194314,75.3860211572725
2010,Oceania,Brasil,Comercial,4190.674405218848,9623.13222400944,-10203.472310592668,2707183.196618643,47.07585516507875
2004,Oceania,China,Indústria,3618.8965435442233,8362.39262649978,111657.68872382655,3098623.932515789,73.0041520542036
2002,Oceania,China,Residencial,5710.939758184138,10027.230864303865,35689.19915056139,8020892.098749131,118.30521380223256
2009,América do Norte,Austrália,Transporte,7529.968716300869,9052.233271720543,120331.80336301183,6049467.518675404,112.52797976378228
2001,Oceania,Brasil,Indústria,6655.65206503138,6639.39356644482,111802.88525679291,5797321.806081374,100.49010045687537
2012,América do Norte,Rússia,Residencial,6486.948577280997,12633.80655553657,182670.20045020408,6270745.809075537,192.04943939515078
2004,América do Sul,China,Residencial,4475.622075250106,13388.983379045672,-10562.025750088287,7989872.333778033,29.031724364498146
2017,América do Norte,Estados Unidos,Indústria,2391.9969404668764,12194.801933361588,58510.94583938123,1727724.8241229323,149.47002317028713
2017,Oceania,China,Comercial,6078.182248262945,8254.188204814924,96928.34056372175,4637887.976817804,-26.696944614104297
2018,Ásia,Rússia,Comercial,5299.400418712232,6960.332980474878,135109.13354164665,6800867.531684785,179.46112994851282
2022,África,China,Residencial,6855.090072206651,3669.989011573017,128518.87532205298,7498219.541271654,33.39062303364672
2010,América do Sul,Rússia,Comercial,4875.922998320228,8067.440348526351,30027.02852380251,2162753.1990209725,-34.74215785567009
2021,África,Índia,Transporte,7374.983168780488,13744.817107888972,102286.44658986492,2535987.95783888,125.73333501099754
2001,África,Brasil,Indústria,4930.238187863433,-1807.3462852292905,57903.124979189866,1495647.043114537,154.5168961071218
2000,Europa,China,Residencial,3325.0868808911036,14633.502056883019,117505.61496056596,1662975.4538570647,36.84226052968984
2000,África,Índia,Indústria,2191.16866079436,10132.185312031246,33870.548660100816,3661342.8180598496,212.82099781510294
2015,África,China,Indústria,3790.186374953858,6759.158091861692,67051.7778436227,4899698.148481796,120.29235019072811
2019,África,Brasil,Transporte,4971.901939789237,3971.5862408897747,14756.705478643897,7023423.4674978955,144.91868970984794
2015,América do Norte,Austrália,Comercial,6113.70481288137,37.07770165765578,139916.60328161513,4692464.8170432625,112.38569174585622
2009,África,Brasil,Indústria,2165.585355185703,14291.722636158982,79740.33094232772,5747513.4500014465,146.90026314440541
2004,América do Sul,Índia,Residencial,6384.304274664858,8060.247605616703,153467.90821702167,2173422.4761104914,-2.3881008444139695
2016,Ásia,China,Indústria,4959.621009912611,20424.388677596573,149459.23733081843,5103896.503451357,260.58913287480516
2006,Oceania,Índia,Comercial,7850.768071789034,123.68110011005956,198904.56697732914,7395415.769813785,69.70323090703407
2008,Oceania,China,Residencial,6735.303512497267,6779.865438474006,82804.24732076317,6088679.017716939,165.3998708769784
2003,Ásia,Brasil,Transporte,4837.001432810582,8548.733179984196,166847.3801085862,3263119.4881654684,109.79148946140556
2005,Oceania,Estados Unidos,Transporte,5197.200318499699,14665.179135605596,107971.86199110321,5974850.994284021,93.750450411268
2000,América do Sul,Rússia,Indústria,7965.841711162395,12107.50683697964,64875.53891937431,6260940.853197305,176.99694673894925
2006,Oceania,Rússia,Residencial,6881.122449687233,14317.101156534893,159838.25924269424,6763542.97100094,10.149786513251215
2004,África,Estados Unidos,Indústria,7008.798596913779,13209.605283989644,217200.26388643502,3595336.8485060995,71.90145192352286
2001,América do Sul,Brasil,Indústria,5881.468110151745,7890.752088955633,189586.82902897935,6178396.005586411,48.061841182099045
2005,Oceania,China,Transporte,3602.3235918547643,7460.28080374548,79949.45247146183,6404284.311008761,139.98625284304467
2005,Europa,Estados Unidos,Comercial,2653.165842666327,13582.109369629336,151069.5546103082,6666092.680420187,173.41246215927606
2009,Ásia,Rússia,Comercial,5038.013284820111,2726.0232602981196,31242.303590894517,5176763.722664446,120.87744579813734
2008,Ásia,Estados Unidos,Transporte,2082.293819481023,-724.3805854544607,38658.188755515366,5971335.695687415,104.15564466440625
2000,América do Sul,Estados Unidos,Transporte,4249.2795067549405,8043.580213776256,115949.66143328039,3770797.2487234185,10.431054566973728
2011,Oceania,Índia,Residencial,3024.3709360547555,17164.660081124275,105634.61442349914,7602081.966817012,106.74163272940585
2018,América do Norte,Austrália,Transporte,1534.8602091609823,23360.2783883239,127622.48960659426,1984401.1520327292,165.75194839837883
2015,América do Sul,China,Transporte,2004.0677795341026,12460.887935883624,31168.915744578335,5129749.338669036,37.235823221345385
2019,Europa,China,Transporte,4791.229855728051,10029.145443291081,89090.25976788148,4532243.446861083,160.99528826561894
2012,África,Rússia,Comercial,2954.1891622204143,1306.7704829284376,60508.63049061657,7235782.857431278,112.02400278797693
2016,Ásia,Índia,Indústria,6722.380852666789,8360.42211430886,56064.45486039122,8508935.372286769,94.42617618392624
2001,América do Norte,Rússia,Residencial,3929.6013877184796,6465.716247731008,67110.09518944364,6185982.135455947,149.25133760943262
2011,África,Brasil,Indústria,6715.048839644108,5370.408808470679,-16416.43593016638,2949065.329929117,85.19093747764127
2015,Ásia,Estados Unidos,Comercial,5972.660133996531,9655.33685838017,150967.0512143691,5616601.158121177,76.51583989104128
2005,América do Sul,Brasil,Comercial,8648.604949542172,12143.205216396644,198931.7835136471,5387078.075571961,121.00338604276044
2005,Ásia,Rússia,Comercial,6443.374388486028,13310.002576840277,44996.41629860666,3549094.081923461,197.02718602658217
2010,América do Sul,Brasil,Residencial,6176.9878884758755,11051.81945049662,75072.28258175316,2651748.5178608894,165.23256797610736
2012,África,Índia,Transporte,5899.907032300299,16585.360087465546,157614.9151629936,6537493.74858015,152.72861425879944
2006,Europa,China,Transporte,4964.253924958362,4644.082523027985,68215.39729351329,7188445.940091195,92.21986299507408
2005,Ásia,Estados Unidos,Comercial,3811.1685913040355,10467.594487235008,175442.70094836596,6151320.787393929,112.15635498776582
2002,Europa,Brasil,Residencial,7677.715811941146,8531.945236129231,80005.6844456393,3416106.1242874395,123.20672539328129
2006,América do Sul,Índia,Comercial,4440.185084995199,8565.302095612205,146446.07431862553,7319490.007796605,133.5559690709373
2020,Oceania,China,Transporte,4050.056146966933,12626.498730435924,144447.241904465,6335889.839680953,189.978618753775
2004,África,Austrália,Residencial,6901.509501253417,13700.603837844716,229499.58507794404,3306870.6025238745,16.447226254510056
2011,América do Sul,Austrália,Comercial,7359.320404269555,8710.996536257644,110819.75980191631,5660038.690003036,93.24696005268375
2022,América do Norte,Rússia,Indústria,3829.9855096654346,13393.765066671795,48106.103368307566,2825869.7889290764,110.07348838528068
2010,Oceania,Estados Unidos,Transporte,3626.6342613931256,4147.303568180339,116402.33959341416,2856815.3694894584,140.19555670164857
2018,Europa,Rússia,Residencial,5206.240670640077,7093.107473778198,100120.8508311025,7068185.6182885505,105.70166265815416
2021,Oceania,China,Transporte,3619.032009254235,8188.216883031884,-45615.18172730401,4808460.586886208,5.1814612001548
2020,África,China,Comercial,8046.904913752911,-3955.125251792768,28717.856343096923,5777817.307618415,144.24705946012298
2012,Ásia,Brasil,Transporte,8801.98405113352,14045.359032579778,142110.99733262847,11064791.134672683,55.28055881486927
2014,Oceania,Estados Unidos,Residencial,4785.157624395151,9125.35889607628,105914.61459945269,3339014.9044511076,120.08549434553399
2000,América do Norte,China,Transporte,1132.6624354825435,21986.65032790535,134892.79825425686,2370576.6272825752,255.55677107001787
2004,Europa,Índia,Comercial,4052.439073305661,11298.88339717313,21528.292456882657,356967.9225100409,60.53457392235057
2018,Ásia,China,Indústria,6377.513922546947,7103.460543345947,142838.16277032177,7217630.810116642,63.60436182028255
2015,Ásia,China,Comercial,5089.970852751869,4273.089009285158,114258.36926107944,5645528.831729035,157.63620073378266
2018,América do Sul,Índia,Comercial,-165.23466263089176,4344.585952142243,89450.017378973,5687158.32795096,-6.376854127450287
2019,Europa,China,Comercial,4700.414283040583,2023.4782959044105,128356.18230098058,1694089.1672640909,77.16124003803918
2001,Oceania,Estados Unidos,Comercial,8306.208434323886,17872.61226739181,48009.54601326589,11218894.341244724,51.81435321074593
2001,Ásia,Rússia,Residencial,6523.722895758965,7365.513172164244,87101.51485032243,5074933.239542387,116.32865721192647
2010,América do Sul,Estados Unidos,Transporte,5048.623976754722,8978.234653185213,181737.95144816377,3839640.244165477,109.12139259358827
2010,Europa,Estados Unidos,Indústria,7285.447778332083,13686.914206913703,85875.97869780219,1215643.7700730483,71.82379005115374
2003,Oceania,Brasil,Transporte,6590.29757212293,8183.411778401802,-7457.222460063378,4662215.4919121405,36.959397530641965
2017,Europa,Brasil,Transporte,5275.115470229999,13143.636988266899,-9570.418172756836,7312980.315490522,281.6794105787491
2010,Ásia,Rússia,Residencial,7188.1787477568,9221.391840626588,85870.00545287019,4044969.954216254,112.5791273096366
2015,Europa,China,Transporte,6814.677154349299,14568.226641056552,16463.84963210205,3741686.9670856902,51.86989550168422
2018,África,Brasil,Comercial,4120.33654730795,3951.3397679040663,123833.46945643921,8641963.502826165,43.70600846566229
2011,África,Estados Unidos,Transporte,5155.664887641678,9142.315736626437,12884.241898118358,4796139.905034733,124.89236301116661
2011,América do Sul,Índia,Residencial,2685.961319057375,8527.473383330913,102621.43443956078,2689969.7379719773,33.84250556902276
2012,África,Estados Unidos,Residencial,6927.702435856241,16840.333398434537,107446.46131093614,8939892.939871095,78.21275139390345
2020,Europa,Rússia,Transporte,5659.517931097754,7901.547935176915,212334.08792829985,2029036.0222676005,154.16901439476737
2009,Ásia,Brasil,Residencial,7031.342625856385,28263.001818590878,37864.16688899727,4842564.165933286,105.30696592871048
2021,América do Norte,China,Comercial,6485.319754930329,2829.4904784418122,56651.35832780523,3062949.6374883763,73.2144241875226
2017,Oceania,Rússia,Indústria,8406.392858840984,15960.025228754457,85696.52970497776,7083405.581855394,56.6624090743582
2020,Oceania,Austrália,Transporte,3110.661747602782,15333.421396302065,139881.36838452597,4616833.973738354,90.04460863599479
2013,América do Sul,Rússia,Comercial,472.91056115270476,9617.876747097174,98132.85121318145,5923722.686373419,85.87401216036092
2014,Europa,Rússia,Residencial,3985.908920211428,13026.619041947362,103701.16589154443,4454144.507714692,149.66579606859204
2012,América do Norte,China,Residencial,6861.878602115616,14340.504294491664,167276.46686785782,6082607.032805596,162.89330515967387
2020,América do Sul,Austrália,Indústria,6961.62344698717,7918.938853286985,16893.016301042822,6443040.555634172,162.49672876446436
2010,Oceania,Rússia,Transporte,5238.09242785482,5383.346132428779,102267.26017962942,3338630.6926963883,111.91910481803592
2002,América do Norte,Rússia,Indústria,4886.653233661837,12657.16997559164,107642.01233671424,4187068.100258638,88.32403148603822
2021,Oceania,Austrália,Residencial,6355.655890449537,11954.208120767125,59205.410090477664,5609479.656153328,161.1867102704547
2020,América do Norte,Brasil,Transporte,8199.842163514862,12492.087925382122,35275.31915750398,6378312.477122482,87.73631239649097
2004,Oceania,China,Transporte,3140.273577266632,11906.678875411328,130196.17229681609,4457395.309640678,11.77804395620359
2015,Oceania,Rússia,Residencial,7746.69039028306,8629.314072555826,98120.40859764171,4332089.665494384,101.67632712347168
2009,Oceania,China,Residencial,5354.377392557393,15999.275042118494,111897.33309342823,3016078.493818854,74.75916787499244
2006,América do Sul,Brasil,Residencial,3560.220189171105,20216.24899431775,53872.315529964086,1040270.2493676217,95.67924927910201
2003,Ásia,Rússia,Indústria,4213.141862534424,15283.368757442133,109091.34895009671,7468327.841892646,107.91141355050877
2011,América do Norte,Estados Unidos,Comercial,3516.3488096181445,-736.3709210504658,30574.037605337813,7220091.416344919,197.46507738659147
2019,América do Norte,Índia,Comercial,4595.575091537787,23343.357286230115,137707.34448014255,4855592.407193827,85.02861827218679
2021,América do Norte,Brasil,Residencial,3793.1737419090723,6466.031597574714,171539.0067141498,7350717.778755356,106.39980406684347
2016,Oceania,Austrália,Comercial,8292.85246020018,12646.278121593778,59857.08431351185,4757015.143269906,166.82245446082538
2018,América do Norte,Índia,Comercial,8882.387590621143,14892.6982494806,71519.14575059342,3681071.3937295727,74.65164807942142
2022,África,Rússia,Residencial,7446.927544466771,5498.617969865948,63812.528211940786,9055823.512546925,143.55540173038193
2019,América do Norte,Estados Unidos,Residencial,3942.3991764620732,7301.827742657375,50418.79993917318,4327434.452466654,177.4421672565153
2000,Oceania,Austrália,Residencial,1772.772000697058,7300.896838261798,26820.37731733451,8864456.492839795,91.25950680779003
2001,África,Austrália,Residencial,2963.236625505305,13173.04986836762,150339.02656015893,5450278.513459024,142.28004685384207
2010,América do Norte,Austrália,Indústria,2715.428276548379,9507.57850625468,150092.8195681632,4705940.3919912875,141.22586799729064
2020,Europa,Estados Unidos,Comercial,6601.101151062651,12455.63124412556,143272.22289273702,4127405.5005554715,66.53494537861204
2004,África,Rússia,Indústria,8195.952021846007,8960.463232761556,117549.03984125945,9069100.242077164,137.27638760821367
2012,América do Sul,Brasil,Comercial,1859.59761968858,22088.540341847445,98247.16024539837,6493091.654897011,149.70494494748826
2004,África,Rússia,Residencial,5242.146885158548,10997.263218709197,125227.82285606883,5363887.557435605,186.0221200980539
2007,Oceania,Índia,Residencial,4446.049619452747,7706.365109294416,192824.68168991568,2185311.5542583466,115.66336191521742
2022,Oceania,Rússia,Comercial,4619.97930832708,14902.726634459246,64428.92070855053,3888817.1055388357,61.4469551073395
2016,Oceania,Brasil,Comercial,3436.327256886306,17014.906273320754,158982.02433944674,5869668.191726201,127.93098277618965
2017,África,China,Indústria,1486.9282561378895,6407.0111181009925,89630.58348578226,2592527.0907220207,67.15633972801277
2008,Ásia,Brasil,Transporte,5193.027641148086,3492.6209586049627,69076.0512478426,6075414.088587232,67.18417280894269
2003,Europa,Estados Unidos,Transporte,2288.379929205919,20287.374643635056,65977.07629759623,6840797.390162785,67.64650507554633
2019,América do Norte,Estados Unidos,Transporte,3147.4705050923008,10801.22817754676,126518.58305170477,6080727.235270826,38.583353100219064
2004,Europa,Brasil,Comercial,3573.8752155759703,11791.828594576575,25156.23254808795,6152267.0795153305,203.30060007297234
2011,Oceania,Brasil,Transporte,2592.839829130579,10962.123916263548,46283.69196260491,2739603.251917297,141.0729696190829
2009,Oceania,Índia,Comercial,3167.3096209740806,6999.5459356199635,87557.05058075376,2775100.5059989616,122.25907119324353
2022,Oceania,Rússia,Indústria,4111.061344668425,7820.121571063952,69537.30410211033,8386001.95427312,56.63185998026707
2007,Europa,Índia,Indústria,2086.106958007142,7178.701103754169,158976.5140690931,6379707.846273276,179.8971222316962
2020,América do Sul,Rússia,Indústria,4334.045340311827,5886.295900685347,125719.35518372411,8554644.95079318,183.1879171816845
2005,África,Rússia,Transporte,6739.41962310035,10645.103095044955,1380.061210254964,3597166.9602271514,146.80169480007208
2009,América do Sul,China,Residencial,7073.0082473124585,15900.819625984099,23897.76541976226,2692457.4790456435,97.82203833849043
2022,Ásia,Rússia,Transporte,4190.148685410673,19459.81414109308,62088.19352540399,2862292.960239669,174.68948057015382
2001,Ásia,Brasil,Comercial,9731.776207662093,-3479.298954936152,2892.081172002421,1951668.317395098,81.34218909328345
2019,Ásia,China,Comercial,3306.6602819552036,5764.923458275979,76288.26670945335,5921032.144937447,150.5784402853082
2014,América do Sul,Rússia,Indústria,8516.20951995021,13362.440217147952,67904.74527852362,4406229.198460381,175.53464543714944
2005,África,Rússia,Transporte,4274.974876823602,19875.605559007952,108207.94791282901,3983123.598375554,68.98227336026522
2013,Europa,Índia,Residencial,2151.0695517270647,21130.902194822807,171873.80793259066,1507451.2580216574,31.183525299029625
2012,Oceania,Índia,Indústria,3659.0964309310207,10483.424007796686,168189.1842135294,6554066.647188865,-7.324661523670642
2002,América do Norte,Índia,Comercial,7374.8536782560495,7540.879970120485,168078.83437344385,4518335.303133385,131.13045808111036
2008,América do Norte,Rússia,Comercial,7945.954544218421,12841.391336846069,-33139.17429692604,3422071.37805666,121.50085124644914
2005,Oceania,Índia,Indústria,1208.9651787591547,13568.551114965354,228654.81590580454,5996041.963309864,83.89266699544771
2001,Ásia,Índia,Comercial,4255.0622788279,7557.725523697896,77916.80747400399,6345209.609725932,66.80120541216831
2001,América do Sul,China,Indústria,4059.650549139507,13201.325581848978,61961.663507640784,5478469.857685598,58.33616454370814
2013,Oceania,Brasil,Indústria,5056.554162478312,6667.9091601934515,135356.77756512281,3589472.8998560254,83.49501078505038
2014,Oceania,Rússia,Indústria,6348.516774036749,1596.472145400745,127772.82602697419,4087705.37564669,71.5683232192612
2003,Europa,Rússia,Comercial,6579.488331109369,18997.80835158306,66695.91099919679,3778887.71692326,124.36415906550212
2003,Europa,Estados Unidos,Residencial,8283.19678874763,14063.187880610345,47049.95743660653,2394835.839191763,105.62278843947347
2016,Europa,Rússia,Residencial,4583.430625218129,4014.0643382381095,50303.51313772055,5721203.158783361,101.73498743769412
2021,África,Brasil,Transporte,6399.350141264273,21234.124178882237,221320.78063281032,47252.189872781746,111.01196692984104
2019,América do Norte,China,Comercial,6826.851693286041,9098.917929635725,122254.0077283768,6866534.964212809,64.81817958102405
2020,Europa,Rússia,Residencial,7443.314450621148,15989.100747141027,17501.81536456413,1633411.7610536162,75.96023066734773
2003,África,Rússia,Residencial,5807.602790672177,15821.370367345433,84274.20462837115,4939032.130314909,92.66502175611046
2012,América do Sul,Austrália,Residencial,6971.19200738427,18391.02515611408,74957.33781425649,7522411.28258284,72.20274915971393
2006,América do Norte,China,Indústria,5411.823782561075,14083.634695617575,155225.0430951271,3782613.6429828266,137.39985260600758
2017,América do Sul,China,Transporte,9530.147378254122,18349.264666756906,94194.7636199445,2196148.7614823813,48.83008891996494
2019,América do Sul,China,Transporte,4798.6922404978095,21067.396242878964,32390.49924197675,7517209.140286873,95.03394420849993
2007,Oceania,Estados Unidos,Comercial,3147.729681971705,13733.910154416724,134825.70519091602,4465710.254171856,165.71637185081386
2009,Europa,China,Residencial,2912.36135027732,7085.103208994817,34120.52929624308,3979011.60173753,94.56791113520902
2010,África,Índia,Indústria,2890.940307449783,10465.698965690182,131069.28366338562,5224642.631666706,55.60526604238131
2009,Ásia,Rússia,Residencial,5405.051641733364,8633.095646109394,140165.2172716874,6942678.297599243,112.6745745577173
2010,Europa,Índia,Residencial,7390.229351605041,13439.287021059172,70473.08831956051,3444088.4777952796,184.26325358087846
2016,América do Norte,China,Comercial,4424.472889143043,15892.349937083889,182986.7683624114,3465702.4337101122,96.27609317918262
2007,África,Rússia,Comercial,5766.92298547349,11303.789213872535,124122.93430702425,6709389.555520383,193.65160427756683
2004,América do Norte,Rússia,Comercial,1159.1524397890912,11069.038440527018,175565.81276345806,4902103.309273764,115.54609082023767
2016,América do Sul,Brasil,Comercial,9282.813326729301,9248.21889176716,122175.8805307546,6275189.329917588,109.16416727826342
2022,América do Sul,Rússia,Indústria,6751.145187072064,9647.601962821876,94465.77658808234,4560874.730388907,157.1697286819899
2002,África,China,Comercial,1070.7746280820134,10208.913322379618,83746.57450165547,4155041.945857696,32.72200239434572
2020,Ásia,Estados Unidos,Transporte,6492.965679357427,12639.815211182136,76612.30502548155,6238596.330016074,104.56052306541186
2010,América do Sul,Austrália,Indústria,6188.4650822878,13597.18310296497,93472.83718191717,4708853.784208159,38.36788524039972
2014,América do Norte,Austrália,Comercial,4377.16710597904,9011.076371798117,94482.99303200464,5825761.071924232,71.59589140744968
2017,Ásia,China,Transporte,3781.5443842634822,19180.267921233968,112734.56567553237,5474304.830178106,86.21637361047594
2016,América do Norte,Rússia,Indústria,4019.0887327477153,8694.437194430857,65086.169678597435,5524496.672764017,162.64691573456554
2008,Europa,Estados Unidos,Comercial,4894.73057494004,15550.808110858234,109722.5932850265,3577033.848614748,88.48686329376164
2004,África,China,Indústria,2352.8210210314905,7095.712285295502,102156.19185288495,3498900.9352343967,77.34444603956122
2006,Ásia,Índia,Indústria,8279.24104164607,6256.910826386042,120696.12604960217,5741371.772915134,123.2762676595901
2002,América do Norte,China,Comercial,4713.084827668838,7794.178812237546,108134.92671693707,6738386.938265259,145.23459171047702
2022,Ásia,Estados Unidos,Comercial,2450.5413727374694,745.2322977690164,169046.53967350995,5218980.496923624,116.74698697340051
2011,África,Rússia,Transporte,7483.441660840843,12851.429844601756,147775.25590521685,7772424.310939629,74.06999224522363
2008,América do Norte,Brasil,Transporte,3679.3642506416454,5189.397428143818,46039.94000264986,5538243.746939409,109.3597119156988
2020,Europa,Brasil,Transporte,6021.689697419782,10110.022604584237,77720.80956811151,4775016.881630784,168.05772431568874
2011,Europa,China,Transporte,1643.6129822871917,19296.43244589299,117439.65773292769,5446588.751200355,84.97443551692064
2007,América do Norte,Rússia,Transporte,7654.075816921053,11479.045022053819,151189.03072957855,5760567.193528834,132.27284949739587
2004,Europa,China,Residencial,3316.9820623879896,12346.569073919738,108368.3714807806,4526220.783291708,143.7042195474451
2001,África,Índia,Comercial,5932.382132929948,8047.807715776054,156280.29710124488,4702586.953919345,61.312234299539895
2000,América do Norte,Austrália,Comercial,7487.7200576156765,5032.9429970673755,55043.154040800735,8035568.08554833,155.12552459384557
2017,Ásia,Brasil,Residencial,3649.3896534852956,20778.54058297957,74864.04762037257,2559028.117636709,107.66234094199616
2013,Europa,Índia,Transporte,7047.830642576814,7886.634078872039,116392.18692951498,5861456.647204968,68.87063884760116
2014,América do Norte,Índia,Residencial,5174.0783044073505,4051.926907924367,50736.13146712343,3904413.575356374,167.1128517158997
2004,Oceania,Rússia,Comercial,3965.045438942641,7127.943999983085,87889.53382622398,6323848.315290424,147.27276675893407
2009,América do Norte,Estados Unidos,Comercial,1102.7484506340884,10067.034053302306,-27206.200331951113,4275657.644315732,38.80689724080445
2021,África,Índia,Transporte,5350.837985249229,11974.339751442956,32911.846578327924,5466626.572631583,101.47629942808017
2010,Ásia,Índia,Residencial,5857.191959635629,12221.306757572029,140110.25018828132,3450144.3945668605,99.21195091176342
